what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1413368948928
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1413396094854
started,bundle,org.eclipse.osgi,3.7.2.dist,"org.eclipse.osgi",1413396094855
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.dist,"org.eclipse.equinox.simpleconfigurator",1413396094855
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1413396094856
started,bundle,org.eclipse.compare.core,3.5.200.dist,"org.eclipse.compare.core",1413396094856
started,bundle,org.eclipse.core.contenttype,3.4.100.dist,"org.eclipse.core.contenttype",1413396094856
started,bundle,org.eclipse.core.databinding.observable,1.4.0.dist,"org.eclipse.core.databinding.observable",1413396094856
started,bundle,org.eclipse.core.expressions,3.4.300.dist,"org.eclipse.core.expressions",1413396094857
started,bundle,org.eclipse.core.filebuffers,3.5.200.dist,"org.eclipse.core.filebuffers",1413396094857
started,bundle,org.eclipse.core.filesystem,1.3.100.dist,"org.eclipse.core.filesystem",1413396094857
started,bundle,org.eclipse.core.jobs,3.5.101.dist,"org.eclipse.core.jobs",1413396094858
started,bundle,org.eclipse.core.net,1.2.100.dist,"org.eclipse.core.net",1413396094858
started,bundle,org.eclipse.core.resources,3.7.101.dist,"org.eclipse.core.resources",1413396094859
started,bundle,org.eclipse.core.runtime,3.7.0.dist,"org.eclipse.core.runtime",1413396094859
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.dist,"org.eclipse.core.runtime.compatibility",1413396094859
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.dist,"org.eclipse.core.runtime.compatibility.auth",1413396094859
started,bundle,org.eclipse.core.variables,3.2.500.dist,"org.eclipse.core.variables",1413396094860
started,bundle,org.eclipse.debug.core,3.7.1.dist,"org.eclipse.debug.core",1413396094860
started,bundle,org.eclipse.debug.ui,3.7.102.dist,"org.eclipse.debug.ui",1413396094881
started,bundle,org.eclipse.equinox.app,1.3.100.dist,"org.eclipse.equinox.app",1413396094881
started,bundle,org.eclipse.equinox.common,3.6.0.dist,"org.eclipse.equinox.common",1413396094881
started,bundle,org.eclipse.equinox.ds,1.3.1.dist,"org.eclipse.equinox.ds",1413396094882
started,bundle,org.eclipse.equinox.event,1.2.100.dist,"org.eclipse.equinox.event",1413396094882
started,bundle,org.eclipse.equinox.p2.core,2.1.1.dist,"org.eclipse.equinox.p2.core",1413396094882
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.dist,"org.eclipse.equinox.p2.directorywatcher",1413396094883
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.dist,"org.eclipse.equinox.p2.engine",1413396094883
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.dist,"org.eclipse.equinox.p2.metadata",1413396094883
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.dist,"org.eclipse.equinox.p2.metadata.repository",1413396094884
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.dist,"org.eclipse.equinox.p2.operations",1413396094884
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.dist,"org.eclipse.equinox.p2.reconciler.dropins",1413396094884
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.dist,"org.eclipse.equinox.p2.repository",1413396094884
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.dist,"org.eclipse.equinox.p2.ui.sdk.scheduler",1413396094885
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.dist,"org.eclipse.equinox.p2.updatechecker",1413396094885
started,bundle,org.eclipse.equinox.preferences,3.4.2.dist,"org.eclipse.equinox.preferences",1413396094885
started,bundle,org.eclipse.equinox.registry,3.5.101.dist,"org.eclipse.equinox.registry",1413396094886
started,bundle,org.eclipse.equinox.security,1.1.1.dist,"org.eclipse.equinox.security",1413396094886
started,bundle,org.eclipse.equinox.util,1.0.300.dist,"org.eclipse.equinox.util",1413396094886
started,bundle,org.eclipse.help,3.5.100.dist,"org.eclipse.help",1413396094894
started,bundle,org.eclipse.jdt.core,3.7.3.dist,"org.eclipse.jdt.core",1413396094894
started,bundle,org.eclipse.jface,3.7.0.dist,"org.eclipse.jface",1413396094894
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.dist,"org.eclipse.ltk.core.refactoring",1413396094894
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.dist,"org.eclipse.ltk.ui.refactoring",1413396094903
started,bundle,org.eclipse.team.core,3.6.0.dist,"org.eclipse.team.core",1413396094903
started,bundle,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui",1413396094904
started,bundle,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console",1413396094904
started,bundle,org.eclipse.ui.editors,3.7.0.dist,"org.eclipse.ui.editors",1413396094904
started,bundle,org.eclipse.ui.externaltools,3.2.0.dist,"org.eclipse.ui.externaltools",1413396094904
started,bundle,org.eclipse.ui.forms,3.5.101.dist,"org.eclipse.ui.forms",1413396094905
started,bundle,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.ui.ide",1413396094917
started,bundle,org.eclipse.ui.navigator,3.5.101.dist,"org.eclipse.ui.navigator",1413396094917
started,bundle,org.eclipse.ui.net,1.2.100.dist,"org.eclipse.ui.net",1413396094917
started,bundle,org.eclipse.ui.views,3.6.0.dist,"org.eclipse.ui.views",1413396094918
started,bundle,org.eclipse.ui.workbench,3.7.1.dist,"org.eclipse.ui.workbench",1413396094918
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.workbench.texteditor",1413396094918
started,bundle,org.eclipse.update.configurator,3.3.100.dist,"org.eclipse.update.configurator",1413396094919
started,bundle,org.eclipse.update.core,3.2.500.dist,"org.eclipse.update.core",1413396094919
started,bundle,org.eclipse.update.scheduler,3.2.300.dist,"org.eclipse.update.scheduler",1413396094919
started,bundle,org.eclipse.jdt.apt.core,3.3.500.dist,"org.eclipse.jdt.apt.core",1413396094920
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.dist,"org.eclipse.jdt.apt.pluggable.core",1413396094920
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.dist,"org.eclipse.jdt.core.manipulation",1413396094920
started,bundle,org.eclipse.jdt.debug,3.7.1.dist,"org.eclipse.jdt.debug",1413396094977
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.dist,"org.eclipse.jdt.debug.ui",1413396094977
started,bundle,org.eclipse.jdt.junit,3.7.0.dist,"org.eclipse.jdt.junit",1413396094997
started,bundle,org.eclipse.jdt.launching,3.6.1.dist,"org.eclipse.jdt.launching",1413396094998
started,bundle,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui",1413396094998
started,bundle,org.eclipse.pde.launching,3.6.0.dist,"org.eclipse.pde.launching",1413396094998
started,bundle,org.eclipse.pde.ui,3.6.100.dist,"org.eclipse.pde.ui",1413396095010
started,bundle,org.eclipse.ui.views.log,1.0.200.dist,"org.eclipse.ui.views.log",1413396095010
started,bundle,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.adt",1413396095010
started,bundle,com.android.ide.eclipse.base,22.0.1.v201305230001--685705,"com.android.ide.eclipse.base",1413396095010
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1413396095011
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1413396095011
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1413396095011
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1413396095011
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1413396095012
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1413396095012
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1413396095013
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1413396095013
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1413396095014
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1413396095014
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1413396095059
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1413396095061
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1413396095062
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1413396095063
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1413396095064
os,sysinfo,,,"linux",1413396095067
arch,sysinfo,,,"x86",1413396095067
ws,sysinfo,,,"gtk",1413396095067
locale,sysinfo,,,"es_ES",1413396095067
processors,sysinfo,,,"4",1413396095067
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1413396095067
java.runtime.version,sysinfo,,,"1.6.0_31-b31",1413396095067
java.specification.name,sysinfo,,,"Java Platform API Specification",1413396095067
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413396095067
java.specification.version,sysinfo,,,"1.6",1413396095067
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1413396095067
java.version,sysinfo,,,"1.6.0_31",1413396095067
