what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1414345903785
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.saveAll",1414345919486
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414345921196
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414345922662
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414345927483
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414345927505
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414345929924
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414345950136
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.saveAll",1414345975484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1414345981167
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414345989771
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414345990137
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414345990801
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414345995836
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346013904
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346014917
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346039072
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346041014
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346041734
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.saveAll",1414346078605
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414346080783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414346084459
activated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414346086293
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346087422
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414346098652
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.copy",1414346105659
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1414346108562
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1414346122878
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1414346146438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414346147259
activated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414346148250
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346193143
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346193793
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346194244
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346194712
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346195661
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.undo",1414346197051
